Source	Target	Type	Id	Label	timeset	Weight
retwitstorm	"RT @ODDSbible: West Brom have sacked Tony Pulis

One of his best highlights was locking up Saido Berahino during the transfer window...

(🎥…"	Directed	15209			1
ikingvele_le	premierleague	Directed	15210			1
ikingvele_le	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	15211			1
opionionatedman	premierleague	Directed	15212			1
opionionatedman	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	15213			1
bbcsportwales	bbcsportwales	Directed	15214			1
bbcsportwales	"Welshman Tony Pulis has been sacked by West Brom

https://t.co/BPTx1i8L2a https://t.co/ebfIzIV3AB"	Directed	15215			1
inihulk	premierleague	Directed	15216			1
inihulk	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	15217			1
elijahkonoj	premierleague	Directed	15218			1
elijahkonoj	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	15219			1
jonnyd92	jonnyd92	Directed	15220			1
jonnyd92	Wales should try and snap Tony Pulis up now	Directed	15221			1
enob0810	magicmxzza	Directed	15222			1
enob0810	RT @MagicMxzza: BREAKING: West Brom fans react to the news that Tony Pulis has been sacked. #wba #pulis  https://t.co/g5BMtvyANB	Directed	15223			1
apizglaxo88	premierleague	Directed	15224			1
apizglaxo88	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	15225			1
neatobendito86	wba	Directed	15226			1
neatobendito86	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	15227			2
neatobendito86	garylineker	Directed	15228			1
stevedaywriting	stevedaywriting	Directed	15230			1
stevedaywriting	Is Tony Pulis now the best candidate for the vacant Wales job?	Directed	15231			1
daretobebo	premierleague	Directed	15232			1
daretobebo	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	15233			1
bashir_mamu	premierleague	Directed	15234			1
bashir_mamu	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	15235			1
saetrumrich	conteholic	Directed	15236			1
saetrumrich	RT @Conteholic: Tony Pulis has been sacked by Eden Hazard. More to follow.	Directed	15237			1
mattallen93	wba	Directed	15238			1
mattallen93	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	15239			2
mattallen93	garylineker	Directed	15240			1
vladajan	wba	Directed	15242			1
vladajan	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	15243			2
vladajan	garylineker	Directed	15244			1
rutio88	premierleague	Directed	15246			1
rutio88	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	15247			1
estadio_ed	estadio_ed	Directed	15248			1
estadio_ed	El West Bromwich destituye a su técnico Tony Pulis después de tres años https://t.co/NPRsa8SPFE	Directed	15249			1
biobiodeportes	biobiodeportes	Directed	15250			1
biobiodeportes	Premier League: West Bromwich despide al entrenador Tony Pulis por malos resultados https://t.co/xk5VZyUhH5 https://t.co/c0D56GlZoX	Directed	15251			1
dozielfc	premierleague	Directed	15252			1
dozielfc	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	15253			1
tega_agoreyo	premierleague	Directed	15254			1
tega_agoreyo	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	15255			1
gallowayjacob	wba	Directed	15256			1
gallowayjacob	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	15257			2
gallowayjacob	garylineker	Directed	15258			1
macauley_sy	brfootball	Directed	15260			1
macauley_sy	RT @brfootball: BREAKING: West Brom have sacked head coach Tony Pulis with the club 17th in the Premier League https://t.co/GX8dyYoh39	Directed	15261			1
jay_haughton	rorysmith	Directed	15262			1
jay_haughton	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	15263			1
manners16	rorysmith	Directed	15264			1
manners16	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	15265			1
manners16	oldbob1944	Directed	15266			1
manners16	RT @oldbob1944: Sad to see a Hard Brexit manager like Tony Pulis go. Another foreign chairman sacks a British manager. They will probably g…	Directed	15267			1
hinchliffe_	wba	Directed	15268			1
hinchliffe_	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	15269			2
hinchliffe_	garylineker	Directed	15270			1
stealtheshaw	premierleague	Directed	15272			1
stealtheshaw	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	15273			1
maba_shixayo	wba	Directed	15274			1
maba_shixayo	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	15275			2
maba_shixayo	garylineker	Directed	15276			1
fredthuo	rorysmith	Directed	15278			1
fredthuo	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	15279			1
k_gody	k_gody	Directed	15280			1
k_gody	Tony pulis too sacked	Directed	15281			1
pauljrsmith	wba	Directed	15282			1
pauljrsmith	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	15283			2
pauljrsmith	garylineker	Directed	15284			1
ehazard_id	ehazard_id	Directed	15286			1
ehazard_id	West Bromwich Albion Pecat Tony Pulis https://t.co/dTfrIUdbbz	Directed	15287			1
handrshow	handrshow	Directed	15288			1
handrshow	Axed West Brom boss Tony Pulis 'will have another job before the end of the season', claims Joey Barton https://t.co/5Nax2CMdxU	Directed	15289			1
somali_ak47	wba	Directed	15290			1
somali_ak47	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	15291			2
somali_ak47	skysportsnews	Directed	15292			1
powfooty	powfooty	Directed	15294			1
powfooty	POW! Football Latest: Axed West Brom boss Tony Pulis 'will have another job before the end of the season', clai... https://t.co/NRo7PlJxcx	Directed	15295			1
ozilvision11	rorysmith	Directed	15296			1
ozilvision11	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	15297			1
shmolt	rorysmith	Directed	15298			1
shmolt	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	15299			1
orler_	wba	Directed	15300			1
orler_	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	15301			2
orler_	skysportsnews	Directed	15302			1
shaunnewtons	premierleague	Directed	15304			1
shaunnewtons	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	15305			1
percyblakeney63	garyjkings	Directed	15306			1
percyblakeney63	@GaryJKings yes I hear the same in terms of Tony Pulis leaving....	Directed	15307			1
dantrum17	wba	Directed	15308			1
dantrum17	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	15309			1
dantrum17	skysportsstatto	Directed	15310			1
dantrum17	"RT @SkySportsStatto: Tony Pulis has left West Brom after almost 3 years in charge, with a record of:
P106 W31 D31 L44
Scored less than a go…"	Directed	15311			1
arpanricko	nystyr	Directed	15312			1
arpanricko	RT @nystyr: Next weekend will be the first Premier League weekend without Tony Pulis or Sam Allardyce since 2008. I SWEAR YOU'LL NEVER SEE…	Directed	15313			1
footballs1news	footballs1news	Directed	15314			1
footballs1news	Axed West Brom boss Tony Pulis 'will have another job before the end of the season', claims Joey https://t.co/VrB9dzOMEw #PremierLeague	Directed	15315			1
iamthfc	rorysmith	Directed	15316			1
iamthfc	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	15317			1
_nemo7	rorysmith	Directed	15318			1
_nemo7	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	15319			1
bleedwalker	wba	Directed	15320			1
bleedwalker	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	15321			2
bleedwalker	skysportsnews	Directed	15322			1
roseguy64	premierleague	Directed	15324			1
roseguy64	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	15325			1
mykewillar	trendinaliake	Directed	15326			1
mykewillar	"RT @trendinaliaKE: ⒈ #SupremeJudgment
⒉ #OPPOF5
⒊ KCB Thika
⒋ #WorldChildrensDay
⒌ Tony Pulis
⒍ #LipaNaMpesaWithCoop
⒎ Maraga
⒏ #StopEthnic…"	Directed	15327			1
scottmurphy10	davidpeat1	Directed	15328			1
scottmurphy10	RT @DavidPeat1: The Tony Pulis starter pack. https://t.co/57WIUHuCPE	Directed	15329			1
goheartgo	premierleague	Directed	15330			1
goheartgo	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	15331			1
elmightymouse	paddypower	Directed	15332			1
elmightymouse	RT @paddypower: West Brom sack Tony Pulis. He leaves the club with a win ratio of 31% and two thousand pounds' worth of clothing from the c…	Directed	15333			1
dancottrill1	wba	Directed	15334			1
dancottrill1	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	15335			2
dancottrill1	garylineker	Directed	15336			1
avfc_headlines	avfc_headlines	Directed	15338			1
avfc_headlines	"""Big hug for Tony Pulis"" - Pep Guardiola's verdict on West Brom's sac - Sunday Mercury  https://t.co/BHZcN7waMG"	Directed	15339			1
diamondkenton1	premierleague	Directed	15340			1
diamondkenton1	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	15341			1
pontojuridico	pontojuridico	Directed	15342			1
pontojuridico	West Bromwich demite técnico Tony Pulis após levar goleada do Chelsea https://t.co/iDVRIceLMN	Directed	15343			1
vickybamzy	wba	Directed	15344			1
vickybamzy	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	15345			2
vickybamzy	skysportsnews	Directed	15346			1
vickybamzy	football_taik	Directed	15348			1
vickybamzy	RT @Football_TaIk: BREAKING: Tony Pulis has been sacked by West Brom. https://t.co/QwRszTaQ57	Directed	15349			1
vickybamzy	supersportblitz	Directed	15350			1
vickybamzy	RT @SuperSportBlitz: West Bromwich Albion have sacked manager Tony Pulis following Saturday’s 4-0 loss at home to Chelsea. #SSFootball	Directed	15351			1
aldrin_jeswinth	wba	Directed	15352			1
aldrin_jeswinth	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	15353			2
aldrin_jeswinth	garylineker	Directed	15354			1
georgebruce_99	conteholic	Directed	15356			1
georgebruce_99	RT @Conteholic: Tony Pulis has been sacked by Eden Hazard. More to follow.	Directed	15357			1
lucifer__sam	skysportsstatto	Directed	15358			1
lucifer__sam	"RT @SkySportsStatto: Tony Pulis has left West Brom after almost 3 years in charge, with a record of:
P106 W31 D31 L44
Scored less than a go…"	Directed	15359			1
cruijffnique	rorysmith	Directed	15360			1
cruijffnique	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	15361			1
geraintejevans	rorysmith	Directed	15362			1
geraintejevans	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	15363			1
mr_aliyoung	premierleague	Directed	15364			1
mr_aliyoung	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	15365			1
hola202011	premierleague	Directed	15366			1
hola202011	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	15367			1
spenelo	wba	Directed	15368			1
spenelo	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	15369			2
spenelo	garylineker	Directed	15370			1
spenelo	paddypower	Directed	15372			1
spenelo	"RT @paddypower: West Brom fans didn't like the football he played. 

But my God, Tony Pulis looked a million dollars in a tracksuit and box…"	Directed	15373			1
thereallamz	wba	Directed	15374			1
thereallamz	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	15375			2
thereallamz	garylineker	Directed	15376			1
ianasige	wba	Directed	15378			1
ianasige	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	15379			2
ianasige	skysportsnews	Directed	15380			1
lukebales12	wba	Directed	15382			2
lukebales12	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	15383			2
lukebales12	skysportsnews	Directed	15384			1
lukebales12	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	15387			2
lukebales12	garylineker	Directed	15388			1
emarceg	premierleague	Directed	15390			1
emarceg	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	15391			1
doriss666	doriss666	Directed	15392			1
doriss666	tony pulis finalllyyyyy	Directed	15393			1
fentt_	fentt_	Directed	15394			1
fentt_	West Brom have sacked Tony Pulis, now maybe we can get someone who likes to play good attacking football. #WBA	Directed	15395			1
bonnsolo	wba	Directed	15396			1
bonnsolo	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	15397			2
